"","ensembl_gene_id","external_gene_name","transcript_biotype"
"10509","ENSG00000166788","SAAL1","protein_coding"
"10510","ENSG00000165275","TRMT10B","protein_coding"
"10511","ENSG00000082014","SMARCD3","protein_coding"
"10512","ENSG00000181433","SAGE1","protein_coding"
"10513","ENSG00000151665","PIGF","protein_coding"
"10514","ENSG00000116668","SWT1","protein_coding"
"10515","ENSG00000119608","PROX2","protein_coding"
"10516","ENSG00000171659","GPR34","protein_coding"
"10517","ENSG00000119913","TECTB","protein_coding"
"10518","ENSG00000171931","FBXW10","protein_coding"
"10519","ENSG00000197555","SIPA1L1","protein_coding"
"10520","ENSG00000126733","DACH2","protein_coding"
"10521","ENSG00000008405","CRY1","protein_coding"
"10522","ENSG00000119878","CRIPT","protein_coding"
"10523","ENSG00000148516","ZEB1","protein_coding"
"10524","ENSG00000143756","FBXO28","protein_coding"
"10525","ENSG00000241119","UGT1A9","protein_coding"
"10526","ENSG00000007541","PIGQ","protein_coding"
"10527","ENSG00000165891","E2F7","protein_coding"
"10528","ENSG00000133246","PRAM1","protein_coding"
"10529","ENSG00000171928","TVP23B","protein_coding"
"10530","ENSG00000102034","ELF4","protein_coding"
"10531","ENSG00000107371","EXOSC3","protein_coding"
"10532","ENSG00000143207","COP1","protein_coding"
"10533","ENSG00000133250","ZNF414","protein_coding"
"10534","ENSG00000169184","MN1","protein_coding"
"10535","ENSG00000135164","DMTF1","protein_coding"
"10536","ENSG00000147202","DIAPH2","protein_coding"
"10537","ENSG00000196378","ZNF34","protein_coding"
"10538","ENSG00000122741","DCAF10","protein_coding"
"10539","ENSG00000179817","MRGPRX4","protein_coding"
"10540","ENSG00000167165","UGT1A6","protein_coding"
"10541","ENSG00000148965","SAA4","protein_coding"
"10542","ENSG00000100387","RBX1","protein_coding"
"10543","ENSG00000105467","SYNGR4","protein_coding"
"10544","ENSG00000188026","RILPL1","protein_coding"
"10545","ENSG00000255071","SAA2-SAA4","protein_coding"
"10546","ENSG00000105438","KDELR1","protein_coding"
"10547","ENSG00000100393","EP300","protein_coding"
"10548","ENSG00000134339","SAA2","protein_coding"
"10549","ENSG00000122696","SLC25A51","protein_coding"
"10550","ENSG00000197565","COL4A6","protein_coding"
"10551","ENSG00000155545","MIER3","protein_coding"
"10552","ENSG00000161016","RPL8","protein_coding"
"10553","ENSG00000107338","SHB","protein_coding"
"10554","ENSG00000105447","GRWD1","protein_coding"
"10555","ENSG00000126878","AIF1L","protein_coding"
"10556","ENSG00000139324","TMTC3","protein_coding"
"10557","ENSG00000161956","SENP3","protein_coding"
"10558","ENSG00000182324","KCNJ14","protein_coding"
"10559","ENSG00000137274","BPHL","protein_coding"
"10560","ENSG00000196296","ATP2A1","protein_coding"
"10561","ENSG00000268465","","protein_coding"
"10562","ENSG00000130640","TUBGCP2","protein_coding"
"10563","ENSG00000088002","SULT2B1","protein_coding"
"10564","ENSG00000149133","OR5F1","protein_coding"
"10565","ENSG00000181761","OR8H3","protein_coding"
"10566","ENSG00000181752","OR8K5","protein_coding"
"10567","ENSG00000026751","SLAMF7","protein_coding"
"10568","ENSG00000174957","OR5J2","protein_coding"
"10569","ENSG00000177202","SPACA4","protein_coding"
"10570","ENSG00000063177","RPL18","protein_coding"
"10571","ENSG00000126804","ZBTB1","protein_coding"
"10572","ENSG00000248383","PCDHAC1","protein_coding"
"10573","ENSG00000180475","OR10Q1","protein_coding"
"10574","ENSG00000241635","UGT1A1","protein_coding"
"10575","ENSG00000050555","LAMC3","protein_coding"
"10576","ENSG00000129226","CD68","protein_coding"
"10577","ENSG00000075035","WSCD2","protein_coding"
"10578","ENSG00000099956","SMARCB1","protein_coding"
"10579","ENSG00000123485","HJURP","protein_coding"
"10580","ENSG00000100505","TRIM9","protein_coding"
"10581","ENSG00000176200","OR4D11","protein_coding"
"10582","ENSG00000268799","H3Y2","protein_coding"
"10583","ENSG00000112293","GPLD1","protein_coding"
"10584","ENSG00000113407","TARS1","protein_coding"
"10585","ENSG00000172199","OR8U1","protein_coding"
"10586","ENSG00000279961","OR8U3","protein_coding"
"10587","ENSG00000284732","","protein_coding"
"10588","ENSG00000129255","MPDU1","protein_coding"
"10589","ENSG00000150269","OR5M9","protein_coding"
"10590","ENSG00000185522","LMNTD2","protein_coding"
"10591","ENSG00000023041","ZDHHC6","protein_coding"
"10592","ENSG00000100644","HIF1A","protein_coding"
"10593","ENSG00000130717","UCK1","protein_coding"
"10594","ENSG00000073803","MAP3K13","protein_coding"
"10595","ENSG00000144481","TRPM8","protein_coding"
"10596","ENSG00000111727","HCFC2","protein_coding"
"10597","ENSG00000099849","RASSF7","protein_coding"
"10598","ENSG00000196090","PTPRT","protein_coding"
"10599","ENSG00000063176","SPHK2","protein_coding"
"10600","ENSG00000112294","ALDH5A1","protein_coding"
"10601","ENSG00000150681","RGS18","protein_coding"
"10602","ENSG00000256870","SLC5A8","protein_coding"
"10603","ENSG00000116906","GNPAT","protein_coding"
"10604","ENSG00000070047","PHRF1","protein_coding"
"10605","ENSG00000148730","EIF4EBP2","protein_coding"
"10606","ENSG00000106991","ENG","protein_coding"
"10607","ENSG00000156574","NODAL","protein_coding"
"10608","ENSG00000188596","CFAP54","protein_coding"
"10609","ENSG00000108001","EBF3","protein_coding"
"10610","ENSG00000197415","VEPH1","protein_coding"
"10611","ENSG00000153113","CAST","protein_coding"
"10612","ENSG00000105516","DBP","protein_coding"
"10613","ENSG00000198062","POTEH","protein_coding"
"10614","ENSG00000089280","FUS","protein_coding"
"10615","ENSG00000063180","CA11","protein_coding"
"10616","ENSG00000237489","C10orf143","protein_coding"
"10617","ENSG00000254709","IGLL5","protein_coding"
"10618","ENSG00000171435","KSR2","protein_coding"
"10619","ENSG00000108010","GLRX3","protein_coding"
"10620","ENSG00000092969","TGFB2","protein_coding"
"10621","ENSG00000149679","CABLES2","protein_coding"
"10622","ENSG00000111802","TDP2","protein_coding"
"10623","ENSG00000175344","CHRNA7","protein_coding"
"10624","ENSG00000176920","FUT2","protein_coding"
"10625","ENSG00000170619","COMMD5","protein_coding"
"10626","ENSG00000023608","SNAPC1","protein_coding"
"10627","ENSG00000129194","SOX15","protein_coding"
"10628","ENSG00000099977","DDT","protein_coding"
"10629","ENSG00000176909","MAMSTR","protein_coding"
"10630","ENSG00000284479","SMIM39","protein_coding"
"10631","ENSG00000152102","FAM168B","protein_coding"
"10632","ENSG00000112304","ACOT13","protein_coding"
"10633","ENSG00000196150","ZNF250","protein_coding"
"10634","ENSG00000139726","DENR","protein_coding"
"10635","ENSG00000197142","ACSL5","protein_coding"
"10636","ENSG00000157181","ODR4","protein_coding"
"10637","ENSG00000129214","SHBG","protein_coding"
"10638","ENSG00000145979","TBC1D7","protein_coding"
"10639","ENSG00000099899","TRMT2A","protein_coding"
"10640","ENSG00000106992","AK1","protein_coding"
"10641","ENSG00000105518","TMEM205","protein_coding"
"10642","ENSG00000100918","REC8","protein_coding"
"10643","ENSG00000135517","MIP","protein_coding"
"10644","ENSG00000138463","SLC49A4","protein_coding"
"10645","ENSG00000124237","C20orf85","protein_coding"
"10646","ENSG00000124227","ANKRD60","protein_coding"
"10647","ENSG00000008869","HEATR5B","protein_coding"
"10648","ENSG00000175040","CHST2","protein_coding"
"10649","ENSG00000101017","CD40","protein_coding"
"10650","ENSG00000076258","FMO4","protein_coding"
"10651","ENSG00000075188","NUP37","protein_coding"
"10652","ENSG00000082684","SEMA5B","protein_coding"
"10653","ENSG00000183401","CCDC159","protein_coding"
"10654","ENSG00000117697","NSL1","protein_coding"
"10655","ENSG00000100401","RANGAP1","protein_coding"
"10656","ENSG00000170631","ZNF16","protein_coding"
"10657","ENSG00000136840","ST6GALNAC4","protein_coding"
"10658","ENSG00000205358","MT1H","protein_coding"
"10659","ENSG00000089053","ANAPC5","protein_coding"
"10660","ENSG00000087250","MT3","protein_coding"
"10661","ENSG00000100884","CPNE6","protein_coding"
"10662","ENSG00000124159","MATN4","protein_coding"
"10663","ENSG00000218739","CEBPZOS","protein_coding"
"10664","ENSG00000099834","CDHR5","protein_coding"
"10665","ENSG00000185615","PDIA2","protein_coding"
"10666","ENSG00000162669","HFM1","protein_coding"
"10667","ENSG00000173928","SWSAP1","protein_coding"
"10668","ENSG00000179832","MROH1","protein_coding"
"10669","ENSG00000112425","EPM2A","protein_coding"
"10670","ENSG00000167103","PIP5KL1","protein_coding"
"10671","ENSG00000187266","EPOR","protein_coding"
"10672","ENSG00000115816","CEBPZ","protein_coding"
"10673","ENSG00000123594","ATXN3L","protein_coding"
"10674","ENSG00000205642","VCX3B","protein_coding"
"10675","ENSG00000017483","SLC38A5","protein_coding"
"10676","ENSG00000006327","TNFRSF12A","protein_coding"
"10677","ENSG00000165731","RET","protein_coding"
"10678","ENSG00000003509","NDUFAF7","protein_coding"
"10679","ENSG00000136908","DPM2","protein_coding"
"10680","ENSG00000103145","HCFC1R1","protein_coding"
"10681","ENSG00000196839","ADA","protein_coding"
"10682","ENSG00000205517","RGL3","protein_coding"
"10683","ENSG00000167106","FAM102A","protein_coding"
"10684","ENSG00000175054","ATR","protein_coding"
"10685","ENSG00000112367","FIG4","protein_coding"
"10686","ENSG00000132681","ATP1A4","protein_coding"
"10687","ENSG00000176473","WDR25","protein_coding"
"10688","ENSG00000158122","PRXL2C","protein_coding"
"10689","ENSG00000181938","GINS3","protein_coding"
"10690","ENSG00000169059","VCX3A","protein_coding"
"10691","ENSG00000106404","CLDN15","protein_coding"
"10692","ENSG00000103227","LMF1","protein_coding"
"10693","ENSG00000196597","ZNF782","protein_coding"
"10694","ENSG00000133142","TCEAL4","protein_coding"
"10695","ENSG00000188152","NUTM2G","protein_coding"
"10696","ENSG00000115825","PRKD3","protein_coding"
"10697","ENSG00000213265","TSGA13","protein_coding"
"10698","ENSG00000182197","EXT1","protein_coding"
"10699","ENSG00000070031","SCT","protein_coding"
"10700","ENSG00000143641","GALNT2","protein_coding"
"10701","ENSG00000196632","WNK3","protein_coding"
"10702","ENSG00000100628","ASB2","protein_coding"
"10703","ENSG00000069696","DRD4","protein_coding"
"10704","ENSG00000169826","CSGALNACT2","protein_coding"
"10705","ENSG00000288675","PANO1","protein_coding"
"10706","ENSG00000197702","PARVA","protein_coding"
"10707","ENSG00000198915","RASGEF1A","protein_coding"
"10708","ENSG00000196652","ZKSCAN5","protein_coding"
"10709","ENSG00000119421","NDUFA8","protein_coding"
"10710","ENSG00000010932","FMO1","protein_coding"
"10711","ENSG00000198003","ODAD3","protein_coding"
"10712","ENSG00000111144","LTA4H","protein_coding"
"10713","ENSG00000141504","SAT2","protein_coding"
"10714","ENSG00000185681","MORN5","protein_coding"
"10715","ENSG00000137198","GMPR","protein_coding"
"10716","ENSG00000104643","MTMR9","protein_coding"
"10717","ENSG00000119446","RBM18","protein_coding"
"10718","ENSG00000159387","IRX6","protein_coding"
"10719","ENSG00000175699","CCDC197","protein_coding"
"10720","ENSG00000166448","TMEM130","protein_coding"
"10721","ENSG00000213886","UBD","protein_coding"
"10722","ENSG00000148187","MRRF","protein_coding"
"10723","ENSG00000089723","OTUB2","protein_coding"
"10724","ENSG00000181927","OR4P4","protein_coding"
"10725","ENSG00000067836","ROGDI","protein_coding"
"10726","ENSG00000148672","GLUD1","protein_coding"
"10727","ENSG00000204655","MOG","protein_coding"
"10728","ENSG00000129244","ATP1B2","protein_coding"
"10729","ENSG00000165948","IFI27L1","protein_coding"
"10730","ENSG00000115828","QPCT","protein_coding"
"10731","ENSG00000198674","OR10G6","protein_coding"
"10732","ENSG00000236981","OR10G9","protein_coding"
"10733","ENSG00000010072","SPRTN","protein_coding"
"10734","ENSG00000162222","TTC9C","protein_coding"
"10735","ENSG00000108947","EFNB3","protein_coding"
"10736","ENSG00000185670","ZBTB3","protein_coding"
"10737","ENSG00000196361","ELAVL3","protein_coding"
"10738","ENSG00000262628","OR1D5","protein_coding"
"10739","ENSG00000177710","SLC35G5","protein_coding"
"10740","ENSG00000168002","POLR2G","protein_coding"
"10741","ENSG00000135766","EGLN1","protein_coding"
"10742","ENSG00000002726","AOC1","protein_coding"
"10743","ENSG00000163171","CDC42EP3","protein_coding"
"10744","ENSG00000185515","BRCC3","protein_coding"
"10745","ENSG00000109084","TMEM97","protein_coding"
"10746","ENSG00000119632","IFI27L2","protein_coding"
"10747","ENSG00000175077","RTP1","protein_coding"
"10748","ENSG00000119698","PPP4R4","protein_coding"
"10749","ENSG00000134153","EMC7","protein_coding"
"10750","ENSG00000173166","RAPH1","protein_coding"
"10751","ENSG00000109079","TNFAIP1","protein_coding"
"10752","ENSG00000161914","ZNF653","protein_coding"
"10753","ENSG00000169359","SLC33A1","protein_coding"
"10754","ENSG00000163534","FCRL1","protein_coding"
"10755","ENSG00000154319","FAM167A","protein_coding"
"10756","ENSG00000162227","TAF6L","protein_coding"
"10757","ENSG00000107186","MPDZ","protein_coding"
"10758","ENSG00000182405","PGBD4","protein_coding"
"10759","ENSG00000134152","KATNBL1","protein_coding"
"10760","ENSG00000129103","SUMF2","protein_coding"
"10761","ENSG00000074527","NTN4","protein_coding"
"10762","ENSG00000205884","DEFB136","protein_coding"
"10763","ENSG00000067829","IDH3G","protein_coding"
"10764","ENSG00000155666","KDM8","protein_coding"
"10765","ENSG00000206199","ANKUB1","protein_coding"
"10766","ENSG00000130176","CNN1","protein_coding"
"10767","ENSG00000233050","DEFB130B","protein_coding"
"10768","ENSG00000126803","HSPA2","protein_coding"
"10769","ENSG00000136352","NKX2-1","protein_coding"
"10770","ENSG00000004142","POLDIP2","protein_coding"
"10771","ENSG00000226430","USP17L7","protein_coding"
"10772","ENSG00000168569","TMEM223","protein_coding"
"10773","ENSG00000168243","GNG4","protein_coding"
"10774","ENSG00000182372","CLN8","protein_coding"
"10775","ENSG00000169903","TM4SF4","protein_coding"
"10776","ENSG00000185475","TMEM179B","protein_coding"
"10777","ENSG00000165588","OTX2","protein_coding"
"10778","ENSG00000116183","PAPPA2","protein_coding"
"10779","ENSG00000121853","GHSR","protein_coding"
"10780","ENSG00000162231","NXF1","protein_coding"
"10781","ENSG00000140623","SEPTIN12","protein_coding"
"10782","ENSG00000244045","TMEM199","protein_coding"
"10783","ENSG00000174948","GPR149","protein_coding"
"10784","ENSG00000161609","KASH5","protein_coding"
"10785","ENSG00000128463","EMC4","protein_coding"
"10786","ENSG00000163659","TIPARP","protein_coding"
"10787","ENSG00000104728","ARHGEF10","protein_coding"
"10788","ENSG00000273171","","protein_coding"
"10789","ENSG00000109072","VTN","protein_coding"
"10790","ENSG00000183484","GPR132","protein_coding"
"10791","ENSG00000064205","CCN5","protein_coding"
"10792","ENSG00000184507","NUTM1","protein_coding"
"10793","ENSG00000155719","OTOA","protein_coding"
"10794","ENSG00000110801","PSMD9","protein_coding"
"10795","ENSG00000167098","SUN5","protein_coding"
"10796","ENSG00000185448","FAM47A","protein_coding"
"10797","ENSG00000155008","APOOL","protein_coding"
"10798","ENSG00000184916","JAG2","protein_coding"
"10799","ENSG00000197879","MYO1C","protein_coding"
"10800","ENSG00000102024","PLS3","protein_coding"
"10801","ENSG00000142538","PTH2","protein_coding"
"10802","ENSG00000104888","SLC17A7","protein_coding"
"10803","ENSG00000157005","SST","protein_coding"
"10804","ENSG00000140526","ABHD2","protein_coding"
"10805","ENSG00000158258","CLSTN2","protein_coding"
"10806","ENSG00000170382","LRRN2","protein_coding"
"10807","ENSG00000078898","BPIFB2","protein_coding"
"10808","ENSG00000166793","YPEL4","protein_coding"
"10809","ENSG00000211584","SLC48A1","protein_coding"
"10810","ENSG00000066027","PPP2R5A","protein_coding"
"10811","ENSG00000183230","CTNNA3","protein_coding"
"10812","ENSG00000114796","KLHL24","protein_coding"
"10813","ENSG00000167104","BPIFB6","protein_coding"
"10814","ENSG00000104872","PIH1D1","protein_coding"
"10815","ENSG00000156599","ZDHHC5","protein_coding"
"10816","ENSG00000127314","RAP1B","protein_coding"
"10817","ENSG00000186191","BPIFB4","protein_coding"
"10818","ENSG00000108176","DNAJC12","protein_coding"
"10819","ENSG00000128294","TPST2","protein_coding"
"10820","ENSG00000204642","HLA-F","protein_coding"
"10821","ENSG00000011275","RNF216","protein_coding"
"10822","ENSG00000173728","C1orf100","protein_coding"
"10823","ENSG00000131050","BPIFA2","protein_coding"
"10824","ENSG00000136514","RTP4","protein_coding"
"10825","ENSG00000140522","RLBP1","protein_coding"
"10826","ENSG00000096717","SIRT1","protein_coding"
"10827","ENSG00000175581","MRPL48","protein_coding"
"10828","ENSG00000285938","","protein_coding"
"10829","ENSG00000176595","KBTBD11","protein_coding"
"10830","ENSG00000179364","PACS2","protein_coding"
"10831","ENSG00000036448","MYOM2","protein_coding"
"10832","ENSG00000101972","STAG2","protein_coding"
"10833","ENSG00000094975","SUCO","protein_coding"
"10834","ENSG00000005448","WDR54","protein_coding"
"10835","ENSG00000131059","BPIFA3","protein_coding"
"10836","ENSG00000144730","IL17RD","protein_coding"
"10837","ENSG00000274252","GGTLC3","protein_coding"
"10838","ENSG00000278558","TMEM191B","protein_coding"
"10839","ENSG00000140199","SLC12A6","protein_coding"
"10840","ENSG00000169900","PYDC1","protein_coding"
"10841","ENSG00000198183","BPIFA1","protein_coding"
"10842","ENSG00000161618","ALDH16A1","protein_coding"
"10843","ENSG00000164542","MATCAP2","protein_coding"
"10844","ENSG00000261052","SULT1A3","protein_coding"
"10845","ENSG00000148719","DNAJB12","protein_coding"
"10846","ENSG00000111845","PAK1IP1","protein_coding"
"10847","ENSG00000111843","TMEM14C","protein_coding"
"10848","ENSG00000115274","INO80B","protein_coding"
"10849","ENSG00000108018","SORCS1","protein_coding"
"10850","ENSG00000137210","TMEM14B","protein_coding"
"10851","ENSG00000275793","RIMBP3","protein_coding"
"10852","ENSG00000181924","COA4","protein_coding"
"10853","ENSG00000286175","FAM246B","protein_coding"
"10854","ENSG00000106443","PHF14","protein_coding"
"10855","ENSG00000284130","TUBA3FP","protein_coding"
"10856","ENSG00000175575","PAAF1","protein_coding"
"10857","ENSG00000076554","TPD52","protein_coding"
"10858","ENSG00000239779","WBP1","protein_coding"
"10859","ENSG00000099960","SLC7A4","protein_coding"
"10860","ENSG00000090554","FLT3LG","protein_coding"
"10861","ENSG00000175643","RMI2","protein_coding"
"10862","ENSG00000125999","BPIFB1","protein_coding"
"10863","ENSG00000138246","DNAJC13","protein_coding"
"10864","ENSG00000107872","FBXL15","protein_coding"
"10865","ENSG00000178279","TNP2","protein_coding"
"10866","ENSG00000178217","SH2D4B","protein_coding"
"10867","ENSG00000178257","PRM3","protein_coding"
"10868","ENSG00000122304","PRM2","protein_coding"
"10869","ENSG00000101391","CDK5RAP1","protein_coding"
"10870","ENSG00000274209","ANTXRL","protein_coding"
"10871","ENSG00000175646","PRM1","protein_coding"
"10872","ENSG00000204822","MRPL53","protein_coding"
"10873","ENSG00000135637","CCDC142","protein_coding"
"10874","ENSG00000184602","SNN","protein_coding"
"10875","ENSG00000277758","SYT15B","protein_coding"
"10876","ENSG00000284512","","protein_coding"
"10877","ENSG00000166454","ATMIN","protein_coding"
"10878","ENSG00000106477","CEP41","protein_coding"
"10879","ENSG00000172650","AGAP5","protein_coding"
"10880","ENSG00000132376","INPP5K","protein_coding"
"10881","ENSG00000260643","","protein_coding"
"10882","ENSG00000115282","TTC31","protein_coding"
"10883","ENSG00000140905","GCSH","protein_coding"
"10884","ENSG00000138136","LBX1","protein_coding"
"10885","ENSG00000189090","FAM25G","protein_coding"
"10886","ENSG00000162772","ATF3","protein_coding"
"10887","ENSG00000286135","","protein_coding"
"10888","ENSG00000226174","TEX22","protein_coding"
"10889","ENSG00000159496","RGL4","protein_coding"
"10890","ENSG00000111837","MAK","protein_coding"
"10891","ENSG00000148848","ADAM12","protein_coding"
"10892","ENSG00000182979","MTA1","protein_coding"
"10893","ENSG00000275163","","protein_coding"
"10894","ENSG00000142534","RPS11","protein_coding"
"10895","ENSG00000113924","HGD","protein_coding"
"10896","ENSG00000135697","BCO1","protein_coding"
"10897","ENSG00000115289","PCGF1","protein_coding"
"10898","ENSG00000135828","RNASEL","protein_coding"
"10899","ENSG00000104870","FCGRT","protein_coding"
"10900","ENSG00000185697","MYBL1","protein_coding"
"10901","ENSG00000076356","PLXNA2","protein_coding"
"10902","ENSG00000090857","PDPR","protein_coding"
"10903","ENSG00000167705","RILP","protein_coding"
"10904","ENSG00000187792","ZNF70","protein_coding"
"10905","ENSG00000185561","TLCD2","protein_coding"
"10906","ENSG00000115297","TLX2","protein_coding"
"10907","ENSG00000128218","VPREB3","protein_coding"
"10908","ENSG00000163389","POGLUT1","protein_coding"
"10909","ENSG00000169314","C22orf15","protein_coding"
"10910","ENSG00000167711","SERPINF2","protein_coding"
"10911","ENSG00000124827","GCM2","protein_coding"
"10912","ENSG00000144045","DQX1","protein_coding"
"10913","ENSG00000204644","ZFP57","protein_coding"
"10914","ENSG00000101400","SNTA1","protein_coding"
"10915","ENSG00000182944","EWSR1","protein_coding"
"10916","ENSG00000146457","WTAP","protein_coding"
"10917","ENSG00000160539","PLPP7","protein_coding"
"10918","ENSG00000186190","BPIFB3","protein_coding"
"10919","ENSG00000157693","TMEM268","protein_coding"
"10920","ENSG00000155890","TRIM42","protein_coding"
"10921","ENSG00000115307","AUP1","protein_coding"
"10922","ENSG00000088305","DNMT3B","protein_coding"
"10923","ENSG00000142552","RCN3","protein_coding"
"10924","ENSG00000230054","TEX53","protein_coding"
"10925","ENSG00000230601","TEX48","protein_coding"
"10926","ENSG00000181634","TNFSF15","protein_coding"
"10927","ENSG00000058866","DGKG","protein_coding"
"10928","ENSG00000132386","SERPINF1","protein_coding"
"10929","ENSG00000136888","ATP6V1G1","protein_coding"
"10930","ENSG00000185523","SPATA45","protein_coding"
"10931","ENSG00000095261","PSMD5","protein_coding"
"10932","ENSG00000116711","PLA2G4A","protein_coding"
"10933","ENSG00000120896","SORBS3","protein_coding"
"10934","ENSG00000223496","EXOSC6","protein_coding"
"10935","ENSG00000142546","NOSIP","protein_coding"
"10936","ENSG00000120437","ACAT2","protein_coding"
"10937","ENSG00000091136","LAMB1","protein_coding"
"10938","ENSG00000157349","DDX19B","protein_coding"
"10939","ENSG00000187726","DNAJB13","protein_coding"
"10940","ENSG00000204021","LIPK","protein_coding"
"10941","ENSG00000120438","TCP1","protein_coding"
"10942","ENSG00000119403","PHF19","protein_coding"
"10943","ENSG00000155256","ZFYVE27","protein_coding"
"10944","ENSG00000138363","ATIC","protein_coding"
"10945","ENSG00000175564","UCP3","protein_coding"
"10946","ENSG00000186532","SMYD4","protein_coding"
"10947","ENSG00000143845","ETNK2","protein_coding"
"10948","ENSG00000132383","RPA1","protein_coding"
"10949","ENSG00000182809","CRIP2","protein_coding"
"10950","ENSG00000214517","PPME1","protein_coding"
"10951","ENSG00000157060","SHCBP1L","protein_coding"
"10952","ENSG00000126460","PRRG2","protein_coding"
"10953","ENSG00000172578","KLHL6","protein_coding"
"10954","ENSG00000119401","TRIM32","protein_coding"
"10955","ENSG00000147869","CER1","protein_coding"
"10956","ENSG00000126458","RRAS","protein_coding"
"10957","ENSG00000150054","MPP7","protein_coding"
"10958","ENSG00000125398","SOX9","protein_coding"
"10959","ENSG00000112110","MRPL18","protein_coding"
"10960","ENSG00000123684","LPGAT1","protein_coding"
"10961","ENSG00000146453","PNLDC1","protein_coding"
"10962","ENSG00000126461","SCAF1","protein_coding"
"10963","ENSG00000163638","ADAMTS9","protein_coding"
"10964","ENSG00000117707","PROX1","protein_coding"
"10965","ENSG00000164756","SLC30A8","protein_coding"
"10966","ENSG00000107341","UBE2R2","protein_coding"
"10967","ENSG00000198876","DCAF12","protein_coding"
"10968","ENSG00000136014","USP44","protein_coding"
"10969","ENSG00000151704","KCNJ1","protein_coding"
"10970","ENSG00000126456","IRF3","protein_coding"
"10971","ENSG00000146223","RPL7L1","protein_coding"
"10972","ENSG00000152253","SPC25","protein_coding"
"10973","ENSG00000135047","CTSL","protein_coding"
"10974","ENSG00000123836","PFKFB2","protein_coding"
"10975","ENSG00000095637","SORBS1","protein_coding"
"10976","ENSG00000088992","TESC","protein_coding"
"10977","ENSG00000175482","POLD4","protein_coding"
"10978","ENSG00000185294","SPPL2C","protein_coding"
"10979","ENSG00000213145","CRIP1","protein_coding"
"10980","ENSG00000152254","G6PC2","protein_coding"
"10981","ENSG00000256762","STH","protein_coding"
"10982","ENSG00000221821","C6orf226","protein_coding"
"10983","ENSG00000121067","SPOP","protein_coding"
"10984","ENSG00000205883","DEFB135","protein_coding"
"10985","ENSG00000100994","PYGB","protein_coding"
"10986","ENSG00000171611","PTCRA","protein_coding"
"10987","ENSG00000206047","DEFA1","protein_coding"
"10988","ENSG00000172748","ZNF596","protein_coding"
"10989","ENSG00000113013","HSPA9","protein_coding"
"10990","ENSG00000164946","FREM1","protein_coding"
"10991","ENSG00000073734","ABCB11","protein_coding"
"10992","ENSG00000122965","RBM19","protein_coding"
"10993","ENSG00000256514","","protein_coding"
"10994","ENSG00000124713","GNMT","protein_coding"
"10995","ENSG00000175505","CLCF1","protein_coding"
"10996","ENSG00000124587","PEX6","protein_coding"
"10997","ENSG00000172531","PPP1CA","protein_coding"
"10998","ENSG00000185347","TEDC1","protein_coding"
"10999","ENSG00000100997","ABHD12","protein_coding"
"11000","ENSG00000112640","PPP2R5D","protein_coding"
"11001","ENSG00000148334","PTGES2","protein_coding"
"11002","ENSG00000081479","LRP2","protein_coding"
"11003","ENSG00000117691","NENF","protein_coding"
"11004","ENSG00000176597","B3GNT5","protein_coding"
"11005","ENSG00000260537","","protein_coding"
"11006","ENSG00000100364","KIAA0930","protein_coding"
"11007","ENSG00000287856","","protein_coding"
"11008","ENSG00000175463","TBC1D10C","protein_coding"
"11009","ENSG00000168872","DDX19A","protein_coding"
"11010","ENSG00000203705","TATDN3","protein_coding"
"11011","ENSG00000173905","GOLIM4","protein_coding"
"11012","ENSG00000147647","DPYS","protein_coding"
"11013","ENSG00000111726","CMAS","protein_coding"
"11014","ENSG00000164935","DCSTAMP","protein_coding"
"11015","ENSG00000101440","ASIP","protein_coding"
"11016","ENSG00000175634","RPS6KB2","protein_coding"
"11017","ENSG00000198812","LRRC10","protein_coding"
"11018","ENSG00000101444","AHCY","protein_coding"
"11019","ENSG00000198887","SMC5","protein_coding"
"11020","ENSG00000175946","KLHL38","protein_coding"
"11021","ENSG00000100373","UPK3A","protein_coding"
"11022","ENSG00000110931","CAMKK2","protein_coding"
"11023","ENSG00000091879","ANGPT2","protein_coding"
"11024","ENSG00000100376","FAM118A","protein_coding"
"11025","ENSG00000101460","MAP1LC3A","protein_coding"
"11026","ENSG00000152492","CCDC50","protein_coding"
"11027","ENSG00000157350","ST3GAL2","protein_coding"
"11028","ENSG00000101464","PIGU","protein_coding"
"11029","ENSG00000077935","SMC1B","protein_coding"
"11030","ENSG00000114315","HES1","protein_coding"
"11031","ENSG00000186881","OR13F1","protein_coding"
"11032","ENSG00000148136","OR13C4","protein_coding"
"11033","ENSG00000186943","OR13C8","protein_coding"
"11034","ENSG00000277556","OR13C5","protein_coding"
"11035","ENSG00000276119","OR13C2","protein_coding"
"11036","ENSG00000175066","GK5","protein_coding"
"11037","ENSG00000136839","OR13C9","protein_coding"
"11038","ENSG00000136783","NIPSNAP3A","protein_coding"
"11039","ENSG00000184986","TMEM121","protein_coding"
"11040","ENSG00000155189","AGPAT5","protein_coding"
"11041","ENSG00000157353","FCSK","protein_coding"
"11042","ENSG00000127399","LRRC61","protein_coding"
"11043","ENSG00000165028","NIPSNAP3B","protein_coding"
"11044","ENSG00000128408","RIBC2","protein_coding"
"11045","ENSG00000125971","DYNLRB1","protein_coding"
"11046","ENSG00000170396","ZNF804A","protein_coding"
"11047","ENSG00000106538","RARRES2","protein_coding"
"11048","ENSG00000078747","ITCH","protein_coding"
