,G1,G2,score
452,ENSG00000023171,ENSG00000138623,1
453,ENSG00000023171,ENSG00000140459,1
454,ENSG00000023171,ENSG00000142615,1
455,ENSG00000023171,ENSG00000143954,1
456,ENSG00000023171,ENSG00000144410,1
457,ENSG00000023171,ENSG00000147465,1
458,ENSG00000023171,ENSG00000148795,1
459,ENSG00000023171,ENSG00000163792,1
460,ENSG00000023171,ENSG00000163958,1
461,ENSG00000023171,ENSG00000170820,1
462,ENSG00000023171,ENSG00000177669,1
463,ENSG00000023171,ENSG00000183770,1
464,ENSG00000023171,ENSG00000203857,1
465,ENSG00000023171,ENSG00000203859,1
466,ENSG00000023171,ENSG00000203963,1
467,ENSG00000023171,ENSG00000206262,1
468,ENSG00000023171,ENSG00000215704,1
469,ENSG00000023171,ENSG00000248099,1
470,ENSG00000023171,ENSG00000268223,1
471,ENSG00000026297,ENSG00000249141,1
472,ENSG00000027075,ENSG00000258989,1
473,ENSG00000027644,ENSG00000002745,1
474,ENSG00000027644,ENSG00000075429,1
475,ENSG00000027644,ENSG00000162992,1
476,ENSG00000027644,ENSG00000177511,1
477,ENSG00000030304,ENSG00000177693,1
478,ENSG00000031003,ENSG00000078795,1
479,ENSG00000033011,ENSG00000118894,1
480,ENSG00000034971,ENSG00000188487,1
481,ENSG00000034971,ENSG00000283683,1
482,ENSG00000039650,ENSG00000104960,1
483,ENSG00000039987,ENSG00000143520,1
484,ENSG00000039987,ENSG00000143631,1
485,ENSG00000039987,ENSG00000159455,1
486,ENSG00000039987,ENSG00000167768,1
487,ENSG00000039987,ENSG00000169509,1
488,ENSG00000039987,ENSG00000172155,1
489,ENSG00000039987,ENSG00000172867,1
490,ENSG00000039987,ENSG00000173338,1
491,ENSG00000039987,ENSG00000178934,1
492,ENSG00000039987,ENSG00000184459,1
493,ENSG00000039987,ENSG00000186207,1
494,ENSG00000039987,ENSG00000186226,1
495,ENSG00000039987,ENSG00000186844,1
496,ENSG00000039987,ENSG00000187170,1
497,ENSG00000039987,ENSG00000187173,1
498,ENSG00000039987,ENSG00000187180,1
499,ENSG00000039987,ENSG00000187223,1
500,ENSG00000039987,ENSG00000188508,1
501,ENSG00000039987,ENSG00000196734,1
502,ENSG00000039987,ENSG00000197084,1
503,ENSG00000039987,ENSG00000198854,1
504,ENSG00000039987,ENSG00000203782,1
505,ENSG00000039987,ENSG00000203786,1
506,ENSG00000039987,ENSG00000205076,1
507,ENSG00000039987,ENSG00000213927,1
508,ENSG00000039987,ENSG00000235942,1
509,ENSG00000039987,ENSG00000240386,1
510,ENSG00000039987,ENSG00000244617,1
511,ENSG00000042832,ENSG00000164645,1
512,ENSG00000042832,ENSG00000197125,1
513,ENSG00000042832,ENSG00000279116,1
514,ENSG00000042832,ENSG00000280090,1
515,ENSG00000043462,ENSG00000143119,1
516,ENSG00000047457,ENSG00000163755,1
517,ENSG00000049246,ENSG00000049247,1
518,ENSG00000049247,ENSG00000049246,1
519,ENSG00000053524,ENSG00000176597,1
520,ENSG00000054219,ENSG00000248672,1
521,ENSG00000054796,ENSG00000283227,1
