,G1,G2,score
433,ENSG00000006788,ENSG00000144712,1
434,ENSG00000006788,ENSG00000145358,1
435,ENSG00000006788,ENSG00000145626,1
436,ENSG00000006788,ENSG00000146054,1
437,ENSG00000006788,ENSG00000146147,1
438,ENSG00000006788,ENSG00000146809,1
439,ENSG00000006788,ENSG00000146926,1
440,ENSG00000006788,ENSG00000147166,1
441,ENSG00000006788,ENSG00000148377,1
442,ENSG00000006788,ENSG00000148677,1
443,ENSG00000006788,ENSG00000151729,1
444,ENSG00000006788,ENSG00000152430,1
445,ENSG00000006788,ENSG00000152556,1
446,ENSG00000006788,ENSG00000154358,1
447,ENSG00000006788,ENSG00000154415,1
448,ENSG00000006788,ENSG00000154553,1
449,ENSG00000006788,ENSG00000155657,1
450,ENSG00000006788,ENSG00000156885,1
451,ENSG00000006788,ENSG00000157119,1
452,ENSG00000006788,ENSG00000158022,1
453,ENSG00000006788,ENSG00000159173,1
454,ENSG00000006788,ENSG00000159251,1
455,ENSG00000006788,ENSG00000160097,1
456,ENSG00000006788,ENSG00000160539,1
457,ENSG00000006788,ENSG00000160808,1
458,ENSG00000006788,ENSG00000162461,1
459,ENSG00000006788,ENSG00000162494,1
460,ENSG00000006788,ENSG00000162614,1
461,ENSG00000006788,ENSG00000163092,1
462,ENSG00000006788,ENSG00000163126,1
463,ENSG00000006788,ENSG00000163157,1
464,ENSG00000006788,ENSG00000163380,1
465,ENSG00000006788,ENSG00000163827,1
466,ENSG00000006788,ENSG00000163833,1
467,ENSG00000006788,ENSG00000163995,1
468,ENSG00000006788,ENSG00000164122,1
469,ENSG00000006788,ENSG00000164309,1
470,ENSG00000006788,ENSG00000164440,1
471,ENSG00000006788,ENSG00000164591,1
472,ENSG00000006788,ENSG00000164708,1
473,ENSG00000006788,ENSG00000164879,1
474,ENSG00000006788,ENSG00000165192,1
475,ENSG00000006788,ENSG00000165312,1
476,ENSG00000006788,ENSG00000165887,1
477,ENSG00000006788,ENSG00000166317,1
478,ENSG00000006788,ENSG00000166343,1
479,ENSG00000006788,ENSG00000166592,1
480,ENSG00000006788,ENSG00000168333,1
481,ENSG00000006788,ENSG00000168334,1
482,ENSG00000006788,ENSG00000168509,1
483,ENSG00000006788,ENSG00000168530,1
484,ENSG00000006788,ENSG00000168621,1
485,ENSG00000006788,ENSG00000169885,1
486,ENSG00000006788,ENSG00000170162,1
487,ENSG00000006788,ENSG00000170290,1
488,ENSG00000006788,ENSG00000170417,1
489,ENSG00000006788,ENSG00000170681,1
490,ENSG00000006788,ENSG00000170807,1
491,ENSG00000006788,ENSG00000171033,1
492,ENSG00000006788,ENSG00000171885,1
493,ENSG00000006788,ENSG00000172399,1
494,ENSG00000006788,ENSG00000172508,1
495,ENSG00000006788,ENSG00000172731,1
496,ENSG00000006788,ENSG00000173093,1
497,ENSG00000006788,ENSG00000173991,1
498,ENSG00000006788,ENSG00000174429,1
499,ENSG00000006788,ENSG00000174437,1
500,ENSG00000006788,ENSG00000175084,1
501,ENSG00000006788,ENSG00000175564,1
502,ENSG00000006788,ENSG00000175946,1
503,ENSG00000006788,ENSG00000176909,1
504,ENSG00000006788,ENSG00000177354,1
505,ENSG00000006788,ENSG00000177752,1
506,ENSG00000006788,ENSG00000177791,1
507,ENSG00000006788,ENSG00000178104,1
508,ENSG00000006788,ENSG00000178257,1
509,ENSG00000006788,ENSG00000178821,1
510,ENSG00000006788,ENSG00000180209,1
511,ENSG00000006788,ENSG00000181016,1
512,ENSG00000006788,ENSG00000182533,1
513,ENSG00000006788,ENSG00000182676,1
514,ENSG00000006788,ENSG00000182759,1
515,ENSG00000006788,ENSG00000183091,1
516,ENSG00000006788,ENSG00000183230,1
517,ENSG00000006788,ENSG00000183386,1
518,ENSG00000006788,ENSG00000183571,1
519,ENSG00000006788,ENSG00000184544,1
520,ENSG00000006788,ENSG00000185100,1
521,ENSG00000006788,ENSG00000185105,1
522,ENSG00000006788,ENSG00000185271,1
523,ENSG00000006788,ENSG00000185482,1
